,Charge,Charge model,Method,Weight,Delta,Element,Grid,Atom number,smirks,Conformer,Orientation
9,-0.2197165,AM1BCC,AmberTools,,,F,,10,[H:12][C:2]([C:3]([F:4])([F:5])[F:6])([C:7]([F:8])([F:9])[F:10])[O:1][H:11],6.0,9.0
10,0.4359165,AM1BCC,AmberTools,,,H,,11,[H:12][C:2]([C:3]([F:4])([F:5])[F:6])([C:7]([F:8])([F:9])[F:10])[O:1][H:11],6.0,9.0
11,0.14761649999999998,AM1BCC,AmberTools,,,H,,12,[H:12][C:2]([C:3]([F:4])([F:5])[F:6])([C:7]([F:8])([F:9])[F:10])[O:1][H:11],6.0,9.0
0,-0.5406600274145603,AM1BCC,OpenEye,,,O,,1,[H:12][C:2]([C:3]([F:4])([F:5])[F:6])([C:7]([F:8])([F:9])[F:10])[O:1][H:11],6.0,10.0
1,0.06689999625086784,AM1BCC,OpenEye,,,C,,2,[H:12][C:2]([C:3]([F:4])([F:5])[F:6])([C:7]([F:8])([F:9])[F:10])[O:1][H:11],6.0,10.0
2,0.6044800244271755,AM1BCC,OpenEye,,,C,,3,[H:12][C:2]([C:3]([F:4])([F:5])[F:6])([C:7]([F:8])([F:9])[F:10])[O:1][H:11],6.0,10.0
3,-0.21944000199437141,AM1BCC,OpenEye,,,F,,4,[H:12][C:2]([C:3]([F:4])([F:5])[F:6])([C:7]([F:8])([F:9])[F:10])[O:1][H:11],6.0,10.0
4,-0.21944000199437141,AM1BCC,OpenEye,,,F,,5,[H:12][C:2]([C:3]([F:4])([F:5])[F:6])([C:7]([F:8])([F:9])[F:10])[O:1][H:11],6.0,10.0
5,-0.21944000199437141,AM1BCC,OpenEye,,,F,,6,[H:12][C:2]([C:3]([F:4])([F:5])[F:6])([C:7]([F:8])([F:9])[F:10])[O:1][H:11],6.0,10.0
6,0.6044800244271755,AM1BCC,OpenEye,,,C,,7,[H:12][C:2]([C:3]([F:4])([F:5])[F:6])([C:7]([F:8])([F:9])[F:10])[O:1][H:11],6.0,10.0
7,-0.21944000199437141,AM1BCC,OpenEye,,,F,,8,[H:12][C:2]([C:3]([F:4])([F:5])[F:6])([C:7]([F:8])([F:9])[F:10])[O:1][H:11],6.0,10.0
