,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfVaporization Value (kJ / mol),EnthalpyOfVaporization Uncertainty (kJ / mol),DielectricConstant Value (),DielectricConstant Uncertainty (),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),ExcessMolarVolume Value (cm ** 3 / mol),ExcessMolarVolume Uncertainty (cm ** 3 / mol),Source
8716,4027a2f7d1c6438aa6d3156105b48554,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.10119999999999996,,CCOC(C)=O,Solvent,0.8988,,,,,,,,,,,,1.0156500000000002,0.0012800000000000003,,,10.1016/j.jct.2005.07.009
